bygge_aar,bolig_areal,kvm_pris,adresse,pris,grund_areal,rum,post_nr,pageUrl
1972,61 m²,9.754,"Glentevej 4, Egense",595.000,1215 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1981,86 m²,6.918,"Bristolstien 3, Klattrup",595.000,1005 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1969,80 m²,7.475,"Rosenvænget 3, Egense",598.000,1326 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1981,104 m²,5.750,"Vibevej 46, Skellet",598.000,1210 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1967,55 m²,10.872,Brunebanke 7,598.000,1259 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1992,53 m²,11.301,"Strandskadevej 14, Egense",599.000,1208 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1970,75 m²,8.333,"Hasselvej 12, Skellet",625.000,1245 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1970,84 m²,7.559,"Elme Alle 5, Skellet",635.000,1200 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1975,60 m²,10.750,"Konvalvej 12, Egense",645.000,1343 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1974,78 m²,8.333,"Hasselvej 19, Skellet",650.000,1290 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1970,70 m²,9.285,"Brunebanke 19, Egense",650.000,1296 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1970,83 m²,8.012,"Elme Alle 9, Skellet",665.000,1200 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1937,102 m²,6.617,"Dokkedalvej 27, Mou",675.000,520 m²,5,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1905,125 m²,5.560,Langelinie 6,695.000,2841 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=47
1969,46 m²,15.108,"Rønnevej 5, Skellet",695.000,740 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1970,75 m²,9.266,"Hasselvej 6, Skellet",695.000,1315 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1946,125 m²,5.560,"Gudumholmvej 4, Kærsholm",695.000,1794 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1943,84 m²,8.273,"Kærsholmvej 8, Mou",695.000,1180 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1973,225 m²,3.102,"Kystvej 178, Dokkedal",698.000,803 m²,7,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1965,71 m²,10.211,Hasselvej 1,725.000,1425 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1942,83 m²,8.855,"Dokkedalvej 21, Mou",735.000,830 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1968,59 m²,12.627,"Mågevej 24, Skellet",745.000,2092 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1973,100 m²,7.450,"Blomstermarken 2, Egense",745.000,1226 m²,5,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1974,100 m²,7.450,"Tøtmosen 47, Egense",745.000,1233 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1970,65 m²,11.461,"Bellisvej 8, Egense",745.000,1371 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1969,116 m²,6.422,"Steffensvej 10, Egense",745.000,838 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1986,125 m²,5.960,"Møllebrovej 6, Gudumlund",745.000,564 m²,5,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1988,64 m²,11.687,Tøtmosen 48 Egense 9280,748.000,1411 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
0,0 m²,0,Kongeørnen 74,750.000,1323 m²,0,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1971,54 m²,14.351,"Fyrrevej 15, Egense",775.000,1272 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1877,132 m²,5.871,Torsvej 2,775.000,3985 m²,6,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
0,0 m²,0,"Edderfuglevej 2, Egense",795.000,1219 m²,0,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1973,93 m²,8.548,"Tøtmosen 29, Egense",795.000,1204 m²,5,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1973,75 m²,10.600,"Brunebanke 25, Egense",795.000,1282 m²,1,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=48
1963,108 m²,7.361,"Vibevej 15, Skellet",795.000,2545 m²,5,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=49
1942,105 m²,7.571,"Aalborgvej 15, Mou",795.000,738 m²,3,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=49
1974,112 m²,7.098,"Remisevej 5, Dokkedal",795.000,1210 m²,4,9280,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=49
